Polarity,Review,Polarity_result,Subjectivity_result
1,anyway this fs restaurant has a wonderful breakfastlunch,1.0,1.0
-1,nothing special,0.35714285714285715,0.5714285714285714
1,each day of the week they have a different deal and its all so delicious,0.5,0.8
1,not to mention the combination of pears almonds and bacon is a big winner,0.0,0.1
-1,will not be back,0.0,0.0
-1,sauce was tasteless,-0.6,0.9
1,the food is delicious and just spicy enough so be sure to ask for spicier if you prefer it that way,0.5,0.7962962962962963
1,my ribeye steak was cooked perfectly and had great mesquite flavor,0.9,0.875
-1,i dont think well be going back anytime soon,0.0,0.0
1,food was so gooodd,0.0,0.0
-1,i am far from a sushi connoisseur but i can definitely tell the difference between good food and bad food and this was certainly bad food,-0.11999999999999995,0.6866666666666666
-1,i was so insulted,0.0,0.0
-1,the last  times i had lunch here has been bad,-0.3499999999999999,0.36666666666666664
-1,the chicken wings contained the driest chicken meat i have ever eaten,-0.6,0.95
1,the food was very good and i enjoyed every mouthful an enjoyable relaxed venue for couples small family groups etc,0.415,0.62
1,nargile  i think you are great,0.8,0.75
1,best tater tots in the southwest,1.0,0.3
1,we loved the place,0.7,0.8
-1,definitely not worth the  i paid,-0.15,0.1
1,the vanilla ice cream was creamy and smooth while the profiterole choux pastry was fresh enough,0.2333333333333333,0.5
1,im in az all the time and now have my new spot,0.13636363636363635,0.45454545454545453
-1,the manager was the worst,-1.0,1.0
1,the inside is really quite nice and very clean,0.42555555555555563,0.7033333333333335
1,the food was outstanding and the prices were very reasonable,0.38,0.8275
-1,i dont think ill be running back to carlys anytime soon for food,-0.25,0.5
-1,this is was due to the fact that it took  minutes to be acknowledged then another  minutes to get our foodand they kept forgetting things,-0.125,0.375
1,love the margaritas too,0.5,0.6
1,this was my first and only vegas buffet and it did not disappoint,0.125,0.6666666666666666
1,very good though,0.9099999999999999,0.7800000000000001
-1,the one down note is the ventilation could use some upgrading,-0.15555555555555559,0.2888888888888889
1,great pork sandwich,0.8,0.75
-1,dont waste your time here,-0.2,0.0
-1,total letdown i would much rather just go to the camelback flower shop and cartel coffee,0.1,0.475
-1,third the cheese on my friends burger was cold,-0.3,0.5
1,we enjoy their pizza and brunch,0.4,0.5
1,the steaks are all well trimmed and also perfectly cooked,1.0,1.0
1,we had a group of  when we claimed we would only have  and they handled us beautifully,0.425,1.0
1,i loved it,0.7,0.8
-1,we asked for the bill to leave without eating and they didnt bring that either,0.0,0.0
1,this place is a jewel in las vegas and exactly what ive been hoping to find in nearly ten years living here,0.125,0.125
-1,seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh,0.07619047619047618,0.38095238095238093
-1,the selection of food was not the best,1.0,0.3
1,delicious and i will absolutely be back,0.5,0.5
1,this isnt a small family restaurant this is a fine dining establishment,0.08333333333333334,0.45
1,they had a toro tartare with a cavier that was extraordinary and i liked the thinly sliced wagyu with white truffle,0.13333333333333333,0.6625000000000001
-1,i dont think i will be back for a very long time,-0.0325,0.26
-1,it was attached to a gas station and that is rarely a good sign,0.7,0.6000000000000001
1,how awesome is that,1.0,1.0
1,i will be back many times soon,0.25,0.25
1,the menu had so much good stuff on it i could not decide,0.7,0.6000000000000001
-1,worse of all he humiliated his worker right in front of mebunch of horrible name callings,-0.37142857142857144,0.7119047619047619
1,conclusion very filling meals,0.2,0.3
1,their daily specials are always a hit with my group,0.0,0.0
-1,and then tragedy struck,0.0,0.0
1,the pancake was also really good and pretty large at that,0.38809523809523805,0.6761904761904761
1,this was my first crawfish experience and it was delicious,0.625,0.6666666666666666
1,their monster chicken fried steak and eggs is my all time favorite,-0.04999999999999999,0.975
1,waitress was sweet and funny,0.3,0.825
1,i also had to taste my moms multigrain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious,0.46666666666666673,0.7666666666666666
-1,id rather eat airline food seriously,-0.3333333333333333,0.6666666666666666
1,cant say enough good things about this place,0.35,0.55
1,the ambiance was incredible,0.9,0.9
1,the waitress and manager are so friendly,0.375,0.5
-1,i would not recommend this place,0.0,0.0
-1,overall i wasnt very impressed with noca,0.5,0.5
-1,my gyro was basically lettuce only,0.0,1.0
-1,terrible service,-1.0,1.0
-1,thoroughly disappointed,-0.75,0.75
1,i dont each much pasta but i love the homemade hand made pastas and thin pizzas here,0.09999999999999998,0.55
1,give it a try you will be happy you did,0.8,1.0
1,by far the best cheesecurds we have ever had,0.55,0.65
1,reasonably priced also,0.2,0.6
1,everything was perfect the night we were in,1.0,1.0
1,the food is very good for your typical bar food,0.37166666666666665,0.6400000000000001
-1,it was a drive to get there,0.0,0.0
1,at first glance it is a lovely bakery cafe  nice ambiance clean friendly staff,0.41833333333333333,0.6566666666666666
-1,anyway i do not think i will go back there,0.0,0.0
1,point your finger at any item on the menu order it and you wont be disappointed,-0.75,0.75
1,oh this is such a thing of beauty this restaurant,0.0,0.5
1,if you havent gone here go now,0.0,0.0
-1,a greasy unhealthy meal,-0.4,0.7
-1,first time there and might just be the last,0.125,0.19999999999999998
1,those burgers were amazing,0.6000000000000001,0.9
-1,similarly the delivery man did not say a word of apology when our food was  minutes late,-0.15,0.5
-1,and it was way to expensive,-0.5,0.7
1,be sure to order dessert even if you need to pack it togo  the tiramisu and cannoli are both to die for,0.5,0.8888888888888888
1,this was my first time and i cant wait until the next,0.125,0.16666666666666666
1,the bartender was also nice,0.6,1.0
1,everything was good and tasty,0.7,0.6000000000000001
1,this place is two thumbs upway up,0.0,0.0
1,the best place in vegas for breakfast just check out a sat or sun,1.0,0.3
1,if you love authentic mexican food and want a whole bunch of interesting yet delicious meats to choose from you need to try this place,0.45,0.5416666666666666
-1,terrible management,-1.0,1.0
1,an excellent new restaurant by an experienced frenchman,0.6454545454545454,0.7848484848484848
-1,if there were zero stars i would give it zero stars,0.0,0.0
1,great steak great sides great wine amazing desserts,0.7500000000000001,0.7875
-1,worst martini ever,-1.0,1.0
1,the steak and the shrimp are in my opinion the best entrees at gc,1.0,0.3
1,i had the opportunity today to sample your amazing pizzas,0.6000000000000001,0.9
-1,we waited for thirty minutes to be seated although there were  vacant tables and we were the only folks waiting,0.0,1.0
1,the yellowtail carpaccio was melt in your mouth fresh,0.3,0.5
-1,i wont try going back there even if its empty,-0.05,0.25
-1,no im going to eat the potato that i found some strangers hair in it,0.0,0.0
1,just spicy enough perfect actually,0.3333333333333333,0.5333333333333333
1,last night was my second time dining here and i was so happy i decided to go back,0.2,0.26666666666666666
-1,not even a hello we will be right with you,0.2857142857142857,0.5357142857142857
-1,the desserts were a bit strange,-0.05,0.15
1,my boyfriend and i came here for the first time on a recent trip to vegas and could not have been more pleased with the quality of food and service,0.3125,0.5208333333333333
1,i really do recommend this place you can go wrong with this donut place,-0.15,0.55
1,nice ambiance,0.6,1.0
1,i would recommend saving room for this,0.0,0.0
-1,i guess maybe we went on an off night but it was disgraceful,0.0,0.0
-1,however my recent experience at this particular location was not so good,0.28888888888888886,0.39444444444444443
-1,i know this is not like the other restaurants at all something is very off here,0.037500000000000006,0.3375
-1,avoid this establishment,0.0,0.0
-1,i think this restaurant suffers from not trying hard enough,-0.2972222222222222,0.5805555555555556
1,all of the tapas dishes were delicious,1.0,1.0
1,i heart this place,0.0,0.0
-1,my salad had a bland vinegrette on the baby greens and hearts of palm,-0.16666666666666666,0.8333333333333334
-1,after two i felt disgusting,-1.0,1.0
1,a good time,0.7,0.6000000000000001
1,i believe that this place is a great stop for those with a huge belly and hankering for sushi,0.6000000000000001,0.825
1,generous portions and great taste,0.8,0.75
-1,i will never go back to this place and will never ever recommended this place to anyone,0.0,0.0
-1,the servers went back and forth several times not even so much as an are you being helped,0.06666666666666667,0.06666666666666667
1,food was delicious,1.0,1.0
-1,an hour seriously,-0.3333333333333333,0.6666666666666666
-1,i consider this theft,0.0,0.0
-1,eew this location needs a complete overhaul,0.1,0.4
-1,we recently witnessed her poor quality of management towards other guests as well,-0.17500000000000002,0.4083333333333334
-1,waited and waited and waited,0.0,0.0
1,he also came back to check on us regularly excellent service,0.5,0.5
1,our server was super nice and checked on us many times,0.4777777777777778,0.7222222222222222
-1,the pizza tasted old super chewy in not a good way,0.02777777777777779,0.48888888888888893
-1,i swung in to give them a try but was deeply disappointed,-0.75,0.75
1,service was good and the company was better,0.6,0.55
1,the staff are also very friendly and efficient,0.48750000000000004,0.65
1,as for the service im a fan because its quick and youre being served by some nice folks,0.4666666666666667,0.75
-1,boy was that sucker dry,-0.18333333333333332,0.7
-1,over rated,0.0,0.0
-1,if you look for authentic thai food go else where,0.5,0.75
1,their steaks are  recommended,0.0,0.0
-1,after i pulled up my car i waited for another  minutes before being acknowledged,0.0,0.0
1,great food and great service in a clean and friendly setting,0.5854166666666667,0.675
1,all in all i can assure you ill be back,-0.25,0.5
-1,i hate those things as much as cheap quality black olives,-0.18888888888888888,0.6777777777777777
1,my breakfast was perpared great with a beautiful presentation of  giant slices of toast lightly dusted with powdered sugar,0.5125,0.8625
-1,the kids play area is nasty,-1.0,1.0
1,great place fo take out or eat in,0.8,0.75
1,the waitress was friendly and happy to accomodate for veganveggie options,0.5875,0.75
1,omg i felt like i had never eaten thai food until this dish,0.0,0.0
-1,it was extremely crumby and pretty tasteless,-0.15833333333333333,0.9666666666666667
-1,it was a pale color instead of nice and char and has no flavor,0.195,0.59
1,the croutons also taste homemade which is an extra plus,0.0,0.1
-1,i got home to see the driest damn wings ever,0.0,0.0
1,itll be a regular stop on my trips to phoenix,0.0,0.07692307692307693
1,i really enjoyed crema caf before they expanded i even told friends they had the best breakfast,0.75,0.5
-1,not good for the money,-0.35,0.6000000000000001
1,i miss it and wish they had one in philadelphia,0.0,0.0
-1,we got sitting fairly fast but ended up waiting  minutes just to place our order another  minutes before the food arrived,0.2,0.6
1,they also have the best cheese crisp in town,0.625,0.35833333333333334
1,good value great food great service,0.7666666666666666,0.7000000000000001
1,couldnt ask for a more satisfying meal,0.5,0.75
1,the food is good,0.7,0.6000000000000001
1,it was awesome,1.0,1.0
-1,i just wanted to leave,0.0,0.0
1,we made the drive all the way from north scottsdale and i was not one bit disappointed,-0.75,0.75
-1,i will not be eating there again,0.0,0.0
-1,the owners really really need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one,0.30000000000000004,0.44999999999999996
-1,i checked out this place a couple years ago and was not impressed,-0.5,1.0
-1,the chicken i got was definitely reheated and was only ok the wedges were cold and soggy,-0.13999999999999999,0.79
-1,sorry i will not be getting food from here anytime soon ,-0.5,1.0
1,an absolute must visit,0.2,0.9
1,the cow tongue and cheek tacos are amazing,0.2333333333333334,0.5333333333333333
-1,my friend did not like his bloody mary,-0.8,0.9
-1,despite how hard i rate businesses its actually rare for me to give a  star,0.004166666666666652,0.7208333333333333
1,they really want to make your experience a good one,0.44999999999999996,0.4
-1,i will not return,0.0,0.0
-1,i had the chicken pho and it tasted very bland,-0.4083333333333333,0.975
-1,very disappointing,-0.78,0.9099999999999999
1,the grilled chicken was so tender and yellow from the saffron seasoning,-0.3,0.475
-1,a drive thru means you do not want to wait around for half an hour for your food but somehow when we end up going here they make us wait and wait,-0.16666666666666666,0.16666666666666666
1,pretty awesome place,0.625,1.0
1,ambience is perfect,1.0,1.0
-1,best of luck to the rude and noncustomer service focused new management,0.27878787878787875,0.4515151515151515
-1,any grandmother can make a roasted chicken better than this one,-0.04999999999999999,0.725
-1,i asked multiple times for the wine list and after some time of being ignored i went to the hostess and got one myself,0.0,0.0
1,the staff is always super friendly and helpful which is especially cool when you bring two small boys and a baby,0.2895833333333333,0.6416666666666666
1,four stars for the food  the guy in the blue shirt for his great vibe  still letting us in to eat ,0.4,0.425
1,the roast beef sandwich tasted really good,0.7,0.6000000000000001
-1,same evening him and i are both drastically sick,-0.35714285714285715,0.49107142857142855
1,highquality chicken on the chicken caesar salad,-0.6,0.95
-1,ordered burger rare came in well done,0.3,0.9
1,we were promptly greeted and seated,0.0,0.0
-1,tried to go here for lunch and it was a madhouse,0.0,0.0
1,i was proven dead wrong by this sushi bar not only because the quality is great but the service is fast and the food impeccable,0.17500000000000002,0.7333333333333334
-1,after waiting an hour and being seated i was not in the greatest of moods,1.0,1.0
1,this is a good joint,0.7,0.6000000000000001
1,the macarons here are insanely good,0.7,0.6000000000000001
-1,im not eating here,0.0,0.0
1,our waiter was very attentive friendly and informative,0.4475,0.75
-1,maybe if they werent cold they would have been somewhat edible,-0.6,1.0
-1,this place has a lot of promise but fails to deliver,-0.5,0.3
-1,very bad experience,-0.9099999999999998,0.8666666666666667
-1,what a mistake,0.0,0.0
-1,food was average at best,0.425,0.35
1,great food,0.8,0.75
-1,we wont be going back anytime soon,0.0,0.0
-1,very very disappointed ordered the  big bay plater,-0.48750000000000004,0.5375000000000001
1,great place to relax and have an awesome burger and beer,0.9,0.875
1,it is perfect for a sitdown family meal or get together with a few friends,0.4,0.55
-1,not much flavor to them and very poorly constructed,-0.31,0.49
1,the patio seating was very comfortable,0.52,1.0
-1,the fried rice was dry as well,-0.06666666666666665,0.6
1,hands down my favorite italian restaurant,0.11481481481481481,0.42962962962962964
1,that just screams legit in my booksomethats also pretty rare here in vegas,0.275,0.95
1,it was just not a fun experience,-0.15,0.2
1,the atmosphere was great with a lovely duo of violinists playing songs we requested,0.65,0.75
1,i personally love the hummus pita baklava falafels and baba ganoush its amazing what they do with eggplant,0.55,0.75
1,very convenient since we were staying at the mgm,0.2,0.3
1,the owners are super friendly and the staff is courteous,0.43611111111111106,0.7222222222222222
1,both great,0.8,0.75
1,eclectic selection,0.0,0.0
1,the sweet potato tots were good but the onion rings were perfection or as close as i have had,0.5249999999999999,0.625
1,the staff was very attentive,0.52,1.0
1,and the chef was generous with his time even came around twice so we can take pictures with him,0.0,0.0
1,the owner used to work at nobu so this place is really similar for half the price,-0.08333333333333333,0.2833333333333333
-1,google mediocre and i imagine smashburger will pop up,-0.5,1.0
-1,dont go here,0.0,0.0
1,i promise they wont disappoint,0.0,0.0
-1,as a sushi lover avoid this place by all means,0.0,0.0
1,what a great double cheeseburger,0.4,0.375
1,awesome service and food,1.0,1.0
1,a fantastic neighborhood gem ,0.4,0.9
1,i cant wait to go back,0.0,0.0
-1,the plantains were the worst ive ever tasted,-1.0,1.0
1,its a great place and i highly recommend it,0.48000000000000004,0.645
-1,service was slow and not attentive,-0.25,0.65
1,i gave it  stars then and im giving it  stars now,0.0,0.0
-1,your staff spends more time talking to themselves than me,0.5,0.5
1,dessert panna cotta was amazing,0.6000000000000001,0.9
1,very good food great atmosphere,0.855,0.7650000000000001
1,damn good steak,0.7,0.6000000000000001
-1,total brunch fail,-0.25,0.5249999999999999
1,prices are very reasonable flavors are spot on the sauce is home made and the slaw is not drenched in mayo,0.26,0.78
1,the decor is nice and the piano music soundtrack is pleasant,0.6666666666666666,0.9833333333333334
1,the steak was amazingrge fillet relleno was the best seafood plate i have ever had,1.0,0.3
1,good food  good service ,0.7,0.6000000000000001
1,it was absolutely amazing,0.6000000000000001,0.9
-1,i probably wont be back to be honest,0.3,0.45
1,will definitely be back,0.0,0.0
1,the sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well,1.0,1.0
1,hawaiian breeze mango magic and pineapple delight are the smoothies that ive tried so far and theyre all good,0.4333333333333333,0.8666666666666667
-1,went for lunch  service was slow,-0.30000000000000004,0.39999999999999997
-1,we had so much to say about the place before we walked in that he expected it to be amazing but was quickly disappointed,-0.012499999999999983,0.5625
-1,i was mortified,0.0,0.0
-1,needless to say we will never be back here again,-0.25,0.5
-1,anyways the food was definitely not filling at all and for the price you pay you should expect more,0.25,0.5
-1,the chips that came out were dripping with grease and mostly not edible,-0.25,0.5
-1,i wasnt really impressed with strip steak,1.0,1.0
1,have been going since  and every meal has been awesome,1.0,1.0
1,our server was very nice and attentive as were the other serving staff,0.35166666666666674,0.7583333333333333
1,the cashier was friendly and even brought the food out to me,0.375,0.5
-1,i work in the hospitality industry in paradise valley and have refrained from recommending cibo any longer,0.0,0.0
1,the atmosphere here is fun,0.3,0.2
-1,would not recommend to others,0.0,0.0
1,service is quick and even to go orders are just like we like it,0.3333333333333333,0.5
-1,i mean really how do you get so famous for your fish and chips when its so terrible,-0.153125,0.721875
1,that said our mouths and bellies were still quite pleased,0.5,1.0
-1,not my thing,0.0,0.0
1, thumbs up,0.0,0.0
-1,if you are reading this please dont go there,0.0,0.0
1,i loved the grilled pizza reminded me of legit italian pizza,0.35,0.4
1,only pros  large seating area nice bar area great simple drink menu the best brick oven pizza with homemade dough,0.4357142857142857,0.6392857142857143
1,they have a really nice atmosphere,0.6,1.0
-1,tonight i had the elk filet specialand it sucked,0.0,0.0
1,after one bite i was hooked,0.0,0.0
-1,we ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything,-0.1784090909090909,0.3761363636363636
1,cute quaint simple honest,0.3666666666666667,0.7523809523809524
1,the chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside,0.010000000000000009,0.64
1,the food was great as always compliments to the chef,0.8,0.75
1,special thanks to dylan t for the recommendation on what to order  all yummy for my tummy,0.2785714285714286,0.3857142857142857
1,awesome selection of beer,1.0,1.0
1,great food and awesome service,0.9,0.875
1,one nice thing was that they added gratuity on the bill since our party was larger than  or  and they didnt expect more tip than that,0.3666666666666667,0.6666666666666666
-1,a fly was in my apple juice a fly,0.8,0.9
1,the han nan chicken was also very tasty,-0.19999999999999998,0.625
1,as for the service i thought it was good,0.7,0.6000000000000001
-1,the food was barely lukewarm so it must have been sitting waiting for the server to bring it out to us,0.05,0.1
-1,ryans bar is definitely one edinburgh establishment i wont be revisiting,0.0,0.5
1,nicest chinese restaurant ive been in a while,0.0,0.0
1,overall i like there food and the service,0.0,0.0
1,they also now serve indian naan bread with hummus and some spicy pine nut sauce that was out of this world,0.0,0.0
-1,probably never coming back and wouldnt recommend it,0.0,0.0
-1,friends pasta  also bad he barely touched it,-0.3249999999999999,0.3833333333333333
1,try them in the airport to experience some tasty food and speedy friendly service,0.375,0.5
1,i love the decor with the chinese calligraphy wall paper,0.25,0.3
1,never had anything to complain about here,0.0,0.0
1,the restaurant is very clean and has a family restaurant feel to it,0.47666666666666674,0.9100000000000001
-1,it was way over fried,0.0,0.0
-1,im not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place,-0.19,0.6377777777777778
-1,when i opened the sandwich i was impressed but not in a good way,0.85,0.8
-1,will not be back,0.0,0.0
1,there was a warm feeling with the service and i felt like their guest for a special treat,0.47857142857142854,0.5857142857142856
1,an extensive menu provides lots of options for breakfast,0.0,0.3333333333333333
1,i always order from the vegetarian menu during dinner which has a wide array of options to choose from,-0.1,0.4
-1,i have watched their prices inflate portions get smaller and management attitudes grow rapidly,0.0,0.5
1,wonderful lil tapas and the ambience made me feel all warm and fuzzy inside,0.8,0.8
1,i got to enjoy the seafood salad with a fabulous vinegrette,0.4,0.75
1,the wontons were thin not thick and chewy almost melt in your mouth,-0.125,0.6625000000000001
1,level  spicy was perfect where spice didnt overwhelm the soup,1.0,1.0
1,we were sat right on time and our server from the get go was fantastic,0.34285714285714286,0.7178571428571429
-1,main thing i didnt enjoy is that the crowd is of older crowd around mid s and up,0.18333333333333332,0.29166666666666663
1,when im on this side of town this will definitely be a spot ill hit up again,-0.25,0.75
-1,i had to wait over  minutes to get my drink and longer to get  arepas,0.0,0.0
1,this is a great place to eat,0.8,0.75
1,the jalapeno bacon is soooo good,0.7,0.6000000000000001
-1,the service was poor and thats being nice,0.09999999999999998,0.8
1,food was good service was good prices were good,0.6999999999999998,0.6000000000000001
-1,the place was not clean and the food oh so stale,-0.3416666666666667,0.6000000000000001
-1,the chicken dishes are ok the beef is like shoe leather,-0.04999999999999999,0.725
-1,but the service was beyond bad,-0.6999999999999998,0.6666666666666666
1,im so happy to be here,0.8,1.0
-1,tasted like dirt,0.0,0.0
1,one of the few places in phoenix that i would definately go back to again ,-0.1,0.05
1,the block was amazing,0.6000000000000001,0.9
1,its close to my house its lowkey nonfancy affordable prices good food,0.7,0.6000000000000001
1, both the hot  sour  the egg flower soups were absolutely  stars,0.09999999999999999,0.6166666666666667
-1,my sashimi was poor quality being soggy and tasteless,-0.5,0.75
1,great time  family dinner on a sunday night,0.8,0.75
-1,the food is not tasty at all not to say its real traditional hunan style,0.0,1.0
-1,what did bother me was the slow service,-0.30000000000000004,0.39999999999999997
1,the flair bartenders are absolutely amazing,0.6000000000000001,0.9
-1,their frozen margaritas are way too sugary for my taste,0.0,0.0
1,these were so good we ordered them twice,0.7,0.6000000000000001
-1,so in a nutshell  the restaraunt smells like a combination of a dirty fish market and a sewer,-0.6,0.8
-1,my girlfriends veal was very bad,-0.9099999999999998,0.8666666666666667
-1,unfortunately it was not good,-0.425,0.8
1,i had a pretty satifying experience,0.25,1.0
1,join the club and get awesome offers via email,0.55,0.5
1,perfect for someone me who only likes beer ice cold or in this case even colder,0.13333333333333333,1.0
-1,bland and flavorless is a good way of describing the barely tepid meat,0.19444444444444445,0.5111111111111112
-1,the chains which im no fan of beat this place easily,0.43333333333333335,0.8333333333333334
1,the nachos are a must have,0.0,0.0
-1,we will not be coming back,0.0,0.0
1,i dont have very many words to say about this place but it does everything pretty well,0.45,0.825
1,the staff is super nice and very quick even with the crazy crowds of the downtown juries lawyers and court staff,0.19166666666666668,0.8041666666666666
1,great atmosphere friendly and fast service,0.4583333333333333,0.6166666666666667
1,when i received my pita it was huge it did have a lot of meat in it so thumbs up there,0.4000000000000001,0.9
-1,once your food arrives its meh,0.0,0.0
-1,paying  for a hot dog and fries that looks like it came out of a kids meal at the wienerschnitzel is not my idea of a good meal,0.475,0.7250000000000001
1,the classic maine lobster roll was fantastic,0.2833333333333333,0.5333333333333333
-1,my brother in law who works at the mall ate here same day and guess what he was sick all night too,-0.35714285714285715,0.49107142857142855
1,so good i am going to have to review this place twice  once hereas a tribute to the place and once as a tribute to an event held here last night,0.35,0.33333333333333337
1,the chips and salsa were really good the salsa was very fresh,0.5449999999999999,0.625
1,this place is great,0.8,0.75
-1,mediocre food,-0.5,1.0
1,once you get inside youll be impressed with the place,1.0,1.0
-1,im super pissd,0.3333333333333333,0.6666666666666666
1,and service was super friendly,0.35416666666666663,0.5833333333333333
-1,why are these sad little vegetables so overcooked,-0.34375,0.75
1,this place was such a nice surprise,0.3,0.75
1,they were goldencrispy and delicious,1.0,1.0
-1,i had high hopes for this place since the burgers are cooked over a charcoal grill but unfortunately the taste fell flat way flat,-0.0975,0.4475
1,i could eat their bruschetta all day it is devine,0.0,0.0
-1,not a single employee came out to see if we were ok or even needed a water refill once they finally served us our food,0.17857142857142858,0.5714285714285715
1,lastly the mozzarella sticks they were the best thing we ordered,0.5,0.18333333333333332
1,the first time i ever came here i had an amazing experience i still tell people how awesome the duck was,0.6166666666666667,0.7444444444444445
-1,the server was very negligent of our needs and made us feel very unwelcome i would not suggest this place,0.2,0.3
-1,the service was terrible though,-1.0,1.0
-1,this place is overpriced not consistent with their boba and it really is overpriced,0.037500000000000006,0.225
-1,it was packed,0.0,0.0
1,i love this place,0.5,0.6
1,i can say that the desserts were yummy,0.0,0.0
-1,the food was terrible,-1.0,1.0
1,the seasonal fruit was fresh white peach puree,0.15,0.25
-1,it kept getting worse and worse so now im officially done,-0.4,0.6
-1,this place should honestly be blown up,0.6,0.9
-1,but i definitely would not eat here again,0.0,0.5
-1,do not waste your money here,0.1,0.0
1,i love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes,0.3041666666666667,0.7000000000000001
1,the crpe was delicate and thin and moist,-0.35,0.875
-1,awful service,-1.0,1.0
-1,wont ever go here again,0.0,0.0
-1,food quality has been horrible,-1.0,1.0
-1,for that price i can think of a few place i would have much rather gone,0.0,0.15000000000000002
-1,the service here is fair at best,0.85,0.6
-1,i do love sushi but i found kabuki to be overpriced overhip and underservices,0.5,0.6
-1,do yourself a favor and stay away from this dish,0.0,0.0
-1,very poor service,-0.52,0.78
-1,no one at the table thought the food was above average or worth the wait that we had for it,0.049999999999999996,0.19999999999999998
1,best service and food ever maria our server was so good and friendly she made our day,0.6916666666666668,0.46666666666666673
1,they were excellent,1.0,1.0
-1,i paid the bill but did not tip because i felt the server did a terrible job,-1.0,1.0
1,just had lunch here and had a great experience,0.8,0.75
-1,i have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor,0.03333333333333334,0.6083333333333334
-1,food is way overpriced and portions are fucking small,-0.25,0.4
1,i recently tried caballeros and i have been back every week since,0.0,0.125
-1,for  bucks a head i really expect better food,0.35,0.35
1,the food came out at a good pace,0.7,0.6000000000000001
1,i ate there twice on my last visit and especially enjoyed the salmon salad,0.5,0.5333333333333333
-1,i wont be back,0.0,0.0
-1,we could not believe how dirty the oysters were,-0.6,0.8
-1,this place deserves no stars,0.0,0.0
-1,i would not recommend this place,0.0,0.0
1,in fact im going to round up to  stars just because she was so awesome,0.4,0.7
-1,to my disbelief each dish qualified as the worst version of these foods i have ever tasted,-1.0,1.0
-1,bad day or not i have a very low tolerance for rude customer service people it is your job to be nice and polite wash dishes otherwise,-0.09999999999999995,0.6641666666666667
1,the potatoes were great and so was the biscuit,0.8,0.75
-1,i probably would not go here again,0.0,0.0
1,so flavorful and has just the perfect amount of heat,1.0,1.0
1,the price is reasonable and the service is great,0.5,0.675
-1,the wife hated her meal coconut shrimp and our friends really did not enjoy their meals either,-0.3,0.4666666666666666
-1,my fella got the huevos rancheros and they didnt look too appealing,0.5,0.5
1,went in for happy hour great list of wines,0.8,0.875
1,some may say this buffet is pricey but i think you get what you pay for and this place you are getting quite a lot,0.0,0.0
-1,i probably wont be coming back here,0.0,0.0
-1,worst foodservice ive had in a while,-1.0,1.0
1,this place is pretty good nice little vibe in the restaurant,0.34062499999999996,0.775
1,talk about great customer service of course we will be back,0.4,0.375
-1,hot dishes are not hot cold dishes are close to room tempi watched staff prepare food with bare hands no gloveseverything is deep fried in oil,-0.08499999999999999,0.64
1,i love their fries and their beans,0.5,0.6
1,always a pleasure dealing with him,0.0,0.0
1,they have a plethora of salads and sandwiches and everything ive tried gets my seal of approval,0.0,0.0
1,this place is awesome if you want something light and healthy during the summer,0.6333333333333333,0.7333333333333334
1,for sushi on the strip this is the place to go,0.0,0.0
1,the service was great even the manager came and helped with our table,0.8,0.75
-1,the feel of the dining room was more college cooking course than high class dining and the service was slow at best,0.33999999999999997,0.435
-1,i started this review with two stars but im editing it to give it only one,0.0,1.0
-1,this is the worst sushi i have ever eat besides costcos,-1.0,1.0
1,all in all an excellent restaurant highlighted by great service a unique menu and a beautiful setting,0.75625,0.9375
1,my boyfriend and i sat at the bar and had a completely delightful experience,1.0,1.0
-1,weird vibe from owners,-0.5,1.0
-1,there was hardly any meat,-0.2916666666666667,0.5416666666666666
-1,ive had better bagels from the grocery store,0.5,0.5
1,go to place for gyros,0.0,0.0
1,i love the ownerchef his one authentic japanese cool dude,0.3375,0.5
-1,now the burgers arent as good the pizza which used to be amazing is doughy and flavorless,0.65,0.75
-1,i found a six inch long piece of wire in my salsa,-0.05,0.4
-1,the service was terrible food was mediocre,-0.75,1.0
1,we definately enjoyed ourselves,0.5,0.7
-1,i ordered albondigas soup  which was just warm  and tasted like tomato soup with frozen meatballs,0.6,0.6
-1,on three different occasions i asked for well done or medium well and all three times i got the bloodiest piece of meat on my plate,0.0,0.6
-1,i had about two bites and refused to eat anymore,0.0,0.0
-1,the service was extremely slow,-0.30000000000000004,0.39999999999999997
-1,after  minutes wait i got a table,0.0,0.0
1,seriously killer hot chai latte,-0.04166666666666666,0.7583333333333333
-1,no allergy warnings on the menu and the waitress had absolutely no clue as to which meals did or did not contain peanuts,-0.1,0.9
1,my boyfriend tried the mediterranean chicken salad and fell in love,-0.04999999999999999,0.7749999999999999
1,their rotating beers on tap is also a highlight of this place,0.0,0.0
-1,pricing is a bit of a concern at mellow mushroom,0.0,0.0
-1,worst thai ever,-1.0,1.0
