Polarity,Review,Polarity_result
1,maxwell succeeds in creating a new way to experience leadership principles and the bible i have used this as a guide for my youth groups leadership program highshcool juniors and seniors and it has been perfect this is an excellent gift idea for anyone who has interest in leadership and believes their christain faith is critical to their approach,"{'neg': 0.031, 'neu': 0.682, 'pos': 0.287, 'compound': 0.9595}"
1,i was so happy with dollys hungry again and her return to real country i like new country  but now it is just like pop music quite a few onehit wonders but dolly parton like tori amos and ani difranco two that came to mind makes an entire album of great music instead of an album that showcases two hit songs if you like folkindie music i think you will love this bluegrass album her cover of johnny cashs i still miss someone gave me chills my favorite song is definitely will he be waiting for me this is bluegrass but i definitely like a female singing it it just mellows it out dolly has now put out two great albums and with rumors of her possibly going on tour i couldnt be happier im  have been listening to her since i was little and have never gotten to see her perform live but this album the critics arent just praising a country hall of famer  the album deserves every wonderful word,"{'neg': 0.056, 'neu': 0.711, 'pos': 0.233, 'compound': 0.9916}"
1,as a child i grew up in knoxville tn watching dolly partin on the cas walker farm  home show i remember her singing bluegrass back then and didnt really appreciate what i was hearing unfortunately she got away from her roots now she has returned with a brilliantly crafted cd that has critics and her fans screaming her praises dollys voice is perfectly suited to singing bluegrass and shines through like a beacon in the dark the arrangements are simple and understated and the song selection impeccable as a tenneseean i wish she would have included her awesome version of rocky top or at least updated it dollys gonna give a lot of fellow artists a run for their money this year at the grammys with the grass is blue and trio ii a top  cd if i ever heard one,"{'neg': 0.059, 'neu': 0.791, 'pos': 0.15, 'compound': 0.9416}"
-1,as usual dolly continues trying to sing but has no voice the musicians are the only good thing about this recording shes attempting to sing country songs bluegrass style and it doesnt work,"{'neg': 0.074, 'neu': 0.823, 'pos': 0.102, 'compound': 0.2617}"
1,the only reason i am giving this cd  stars instead of  is because it is too short lhasas voice is sultry sad and powerful the music is haunting yet airy perfection,"{'neg': 0.13, 'neu': 0.648, 'pos': 0.222, 'compound': 0.5719}"
1,i would recommend this book to any kids who love a great adventure i was on the edge of my seat the whole way through the book i especially loved the silver knight and how he became friends with william go get this book,"{'neg': 0.0, 'neu': 0.651, 'pos': 0.349, 'compound': 0.9657}"
1,this was a great and is very magical a young boys nanny is leaving and gives him a small castal as a going away present but it turns out that the night that came wthe castal is a real night that has been shrunken and turned to stone the young boy breaks the spell that an evil sorcerer has put on the night and goes back to his time to stop the wrong that the sorcerer is doing will he stop the evil sorcerer or will the evil sorcerer stop him you will find out in this incredible story of magic and adventure,"{'neg': 0.237, 'neu': 0.721, 'pos': 0.042, 'compound': -0.9824}"
-1,this was the worst book i have ever read in my entire life i was forced to read it for school it was complicated and very boring i would not recommend this book to anyone please dont waste your time and money to read this book read something else,"{'neg': 0.199, 'neu': 0.723, 'pos': 0.078, 'compound': -0.8004}"
1,i loved this book when i was about eight years old and looking back on it its easy to see why william the main character is a gymnast just as i was whos rather shy and reserved just as i was but manages when its important to help the people around him hes immensely sympathetic and compelling and though the familiar fantasyland and evilwizardrulingafauxmedievalkingdom plotline hold few surprises for adult readers familiar with the conventions of the genre it surprised and excited me as a kidrereading it recently i found it didnt hold up as well as some of my favorite books from when i was younger such as madeleine lengles a ring of endless light but it holds up better than man,"{'neg': 0.01, 'neu': 0.75, 'pos': 0.24, 'compound': 0.9858}"
1,good price excellent design and shipped wellwouldve been better if the vendor also provided personalized engraving,"{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.8591}"
1,spellbinder was the st night world book i have ever readi recomended this book to all my friendsand i recomend it to you also lj smith is a very talented writer and i plan to read all of her books to come,"{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.5563}"
-1,i like a lot of people writing reviews play a lot of first person shooters if you liked splinter cell buy traod used i agree with everyone herestory is good controls are less than mediocre even enter the matrix blew this game away customizing the keyboard helps some but less than what i expected i tried to leave feedback for eidos but to no avail hopefully if there is another one it will be in beta for a lot longer and for those of you out there who think that it might be my pc i can assure you that is not the case,"{'neg': 0.061, 'neu': 0.818, 'pos': 0.121, 'compound': 0.6076}"
1,the story is very interesting and the action and enemies are awesome but the game just has to many technical issues i think they rushed to get it on the shelves asap tech problems are my only quirk with the game,"{'neg': 0.12, 'neu': 0.784, 'pos': 0.096, 'compound': -0.274}"
-1,i was so looking forward to this game being released i was on the internet on a weekly basis looking for a new release date delay after delay i bought the game the day of its release loaded it onto my computer and was ready to play i had one disappointment after another first the controls were different from her other games ok i will get use to the new ones second and the biggest controlling her is virtually impossible she is jerky sporadic and down right slow and awkward i have had to reload the game about  times to get her to do a simple maneuver i have given up many times in shear frustration frustration i havent felt in her other games i do not think i will continue playing this game it is time to move on and enjoy myself with another game which is what games are all about sorry core and eidos this could be your biggest mistake especially now that the movies are doing so well what a boost this could have been for you,"{'neg': 0.096, 'neu': 0.818, 'pos': 0.086, 'compound': -0.2165}"
-1,this game is the angel of darkness  the control system is impossible  the menu screens are ridiculous and bulky to manage  i have played all the tomb raider games  this one is near to unplayable  this thing went straight to ebay  save your money for something good  the tr people need to do something fresh with this character like send her to space or something  jeez  the franchise is getting old and stale due to lack of innovation and change,"{'neg': 0.072, 'neu': 0.74, 'pos': 0.188, 'compound': 0.875}"
-1,this review is intended as a review of the book not of the work of edgar allan poe as a poe fan i purchased this book just for the pure fun of reading poe on my kindle however the book is so poorly organized that finding a particular tale or poem is a real pain and takes a lot of the fun out of it while there is a table of contents the individual works are not list ther,"{'neg': 0.038, 'neu': 0.86, 'pos': 0.102, 'compound': 0.6808}"
1,this would be a great book for use in elementary school science classes it has a wonderful layout with many beautiful photographs if insects can be called beautiful the text mixed nicely with the pictures covers basic information on insects as well as various interesting facts,"{'neg': 0.0, 'neu': 0.626, 'pos': 0.374, 'compound': 0.9729}"
-1,this is a wonderful victorianstyle novel about a manor house its mistress and her domestics wonderful that is until the middle of the story the author makes choices that effectively shut down the flow and pacing of the story its spooky and interesting but the sudden turn and the unexpected switch in the narrators point of view time and setting make the rest of a great read a downer,"{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.93}"
-1,this is not well manufactured i recieved it in a timely manner but the product is poorly constructed my husbandand i put it together easily but the cotter key to hold on the wheels are made of flimsy material might as well have been foil and the screws didnt fit well i was really disappointed in it dont buy it spend a little more and get a better one hopefully in other words poor design excuted with sub standard parts,"{'neg': 0.174, 'neu': 0.695, 'pos': 0.131, 'compound': -0.524}"
-1,this is the biggest waste of money i have spent in a long time it didnt even make it through one bag of leaves i would demand my money back but it would cost too much to send back cant believe amazon still has this piece of trash in their online shopping department take my advice and save your moneyi would have given it no stars but didnt have that option in my opinion it rates  stars,"{'neg': 0.092, 'neu': 0.857, 'pos': 0.051, 'compound': -0.1096}"
-1,i have read enough to know when im being preached to and huxley is unsuccessful in masking his assertions re the human condition in the island i was very disappointed since huxley has the ability to write well even about esoteric subjects see the perennial philosophy for instance but ends up just making a hash of it here not highly recommended,"{'neg': 0.094, 'neu': 0.857, 'pos': 0.049, 'compound': -0.4515}"
-1,it was a decent book but not a lot of new information for me for the most part it simply confirmed some basics i have long believed in  not living out your dreams through your children encouraging exploration without forcing achievement the need to provide for additional means of learning etc a lot of time spent on selecting schools for gifted kids which really doesnt apply in small towns like we live in some good chapters on different kinds of gifted children and some scattered teaching methods a lot of real life examples stretched across several chapters that in my opinion became a scattered approachprobably the most novel idea that came across was that its better to be a good enough parent than a perfect one by kleins opinion if you manage to be the perfect parent you set a standard so high that your child will have anxieties trying to live up to your example not sure im  with that but it is an interesting take on parenting,"{'neg': 0.021, 'neu': 0.77, 'pos': 0.209, 'compound': 0.9912}"
-1,this software is not user friendly the samples dont help i would imagine that if i sat down for a few hundred hours i could figure out were the dots go the whole interface just doesnt make any sense its very time consuming total waste of  dollars at the apple store,"{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.7893}"
-1,easy reading book which i would recommend for those who want a sort of executive summary of the story behind wright and his works having said this i found the depth and detail lacking for those who have read extensively about this architect whose noteriety is growing with time not for collectors unless you like myself want the book to help fill a spectrum of the vast number of publications which continue to come into popular view,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.9325}"
1,a bit simplistic at times but got some good discussions goingin our sunday school class methodist would recommend itfor contemporary adult sunday school classes or bible studies,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.7964}"
1,still have this works great my food is kept fresh inside the dome so has a good seal to it,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.8612}"
-1,while the shipping was amazing the book itself is not much use other than as a list of problems the text explaining the theory behind is written like sandpaper and often jumps around leaving important processes out it would be a very hard book to use as a solo resource wo an instructor leading,"{'neg': 0.071, 'neu': 0.797, 'pos': 0.132, 'compound': 0.5729}"
1,this is a really cool record to own my favorite muffs albums are happy birthday to me and alert today alive tomorrow so i like their later material this hambuger is a lot of early stuff and some later but i really like it i think its cronilogical and its interesting to hear how theyve improved with time good cd,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.9741}"
-1,i was hoping that this band would have evolved in some or any degree over the past decade but sadly they have not having the courtney love message on this cd is further testament that this band is tapped out now that kim is in her s youd think there would be more emphasis to release a breakthrough cd rather than these outtakes from the past,"{'neg': 0.05, 'neu': 0.847, 'pos': 0.103, 'compound': 0.6124}"
1,this book is structured such that on all the even pages there are a short pithy quotes that summarize the textaul body of the book on the odd pages the book is written in the style of a manual so that you can dip into it at any point with no need to refer to material that came beforethe basic thesis of the book is if you want to enjoy life you have to place one hand on the tiller and steer yourself towards the people places and things that you like a way to chart your course is taken from alan lakeins how to get control of time and your life which is an excellent book strategies for dealing with misteps are also coveredthe author tries overtly to avoid religion but a slight christian undertone runs through the book probably unintentionally because of the authors and those he quotes cutltural background,"{'neg': 0.031, 'neu': 0.91, 'pos': 0.06, 'compound': 0.5574}"
-1,i ordered two in cowboy slim cut x i already had some wranglers the waist was way too small the fly was off to my left in a really weird and very ugly and uncomfortable way these were made in mexico just like the ones i bought at target but the badging was different a rubber badge on the back right pocket not the thin leather wrangler badge at the rear right waist were these knockoffs not sure returned them and went to target where i got two pair for  each they were original and legendary gold not cowboy but still half the price pard,"{'neg': 0.086, 'neu': 0.872, 'pos': 0.042, 'compound': -0.4621}"
1,stockings are not easy to find where i live in northern california and i cannot stand to wear panty hose i decided to try these stockings that was recommended by the site i used to find a garter belt i really like the stockings they are darker black than the picture depicts them i prefer offblack the lace top is a little tight with not too much stretch so if you have large thighs you might not like them the next order i will order one size larger for that reason although i do not have large thighs my husband really likes them and the fact that i like them makes him happy i will buy more,"{'neg': 0.035, 'neu': 0.844, 'pos': 0.121, 'compound': 0.8798}"
-1,these may look like brushed stainless steel but they are not the magnet that is glued to the back of these is about  and will not hold anything heavier than a very light potholder i tried hanging an apron on it and it fell to the bottom of the refrigerator if you are crafty and can remove this tiny magnet and attach a larger stronger magnet  these hooks will be useful otherwise they are not worth anything i guess you get what you pay for,"{'neg': 0.039, 'neu': 0.864, 'pos': 0.097, 'compound': 0.7507}"
1,both of these issues among others are examined in this simple yet complex story about a variety of characters all of whom we recognizewhat lies beneath the skin of the average person what do they believe in and why what makes their worlds shatter what would make your world shatterthe author never wastes a word entertwining the characters in unlikely but believable ways its a quick read that lingers with the reader to make you think about your beliefs and what you would do for those beliefsto each individual the book could be about god or the meaning of life or simply how you fit into the world this makes the book touching on a personal level i think every reader will find a different way and reason to love this book,"{'neg': 0.013, 'neu': 0.904, 'pos': 0.083, 'compound': 0.8957}"
-1,i am a big belva plain fan and have always enjoyed her books after the fire is a disappointing read what bothered me the most is the character of hyacinthwhat a weak and stupid woman she is not believable at all any mother will fight to the end for her children i kept hoping she would snap out of it but she never did she just kept trusting stupid men and believing them i will think twice before spending money on another belva plain novel in the future,"{'neg': 0.154, 'neu': 0.729, 'pos': 0.117, 'compound': -0.4215}"
-1,i was expecting a bigger set so was surprised at how small it was i should have spent more for a better set but it will have to do for now,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.3962}"
-1,dont buy this didnt even come with all the screws you could build a better set with twigs skip it,"{'neg': 0.087, 'neu': 0.786, 'pos': 0.127, 'compound': 0.2263}"
1,good product got it in a timely manner does exactly what it is supposed to do not too expensive and just as good as the rest of the tools that are over priced the tools work great and have been used a lot this winter,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.872}"
-1,i was unable to get this game to work in windows vista i inquired about a patch but did not receive a response,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,sweet dream baby by sterling watsonon a sultry summer river two young people explore small town life in the backwater of florida  this tapestry of a story mesmerized me with its rich characters and tangled landscapes its troubled families and brooding mysteries if you appreciate musical prose and gripping plots you will relish this haunting book i cant wait for the sequel so i can learn more about travis and delia,"{'neg': 0.066, 'neu': 0.783, 'pos': 0.152, 'compound': 0.7206}"
-1,mathematically speaking this book is all nonsense for instance the author argues that owning a home is more expensive than not owning this is true if you compare a person living under a tree versus one owning a home he argues that the person owning a home has a negative cash flow of k per year all due to the interest he pays on mortage but the details he left out just to make his useless point is the person who owns a home has a home to live for a few hundred more bucks a month whereas the person who doesnt own a home has to pay may be k per year for rent that wipes out the savings that the author is claiming not only that that money is down the drain since it goes to the landlord whereas the owner of the home builds equitymy recommendation is to stay away from this nonsensical book else you will be screwed if you follow his advice,"{'neg': 0.097, 'neu': 0.881, 'pos': 0.022, 'compound': -0.91}"
-1,i bought the book because i read the review and it look interesting and funny but after the first pages i knew that this was a mistake is very repetitive and some of the content really ridiculous for this age and time,"{'neg': 0.193, 'neu': 0.732, 'pos': 0.075, 'compound': -0.7863}"
-1,i didnt really like the book if the author didnt write the sex portion of the book there would not have been much to write about what happened with nick and the law suit it was barely mentioned she could have written more about that and less the descriptive sex,"{'neg': 0.045, 'neu': 0.955, 'pos': 0.0, 'compound': -0.3241}"
1,awesome simply awesome i couldnt put this down and laughed smiled and even got tears a brand new favorite author,"{'neg': 0.057, 'neu': 0.417, 'pos': 0.527, 'compound': 0.9501}"
1,this was a really fun read the dialogue was witty and clever i really enjoyed the progression of the romance it probably could have been tied up a little sooner the last th of the book kind of drags out the story with storyline that should have been introduced sooner or ended before it was introduced i do wish more of nick and rachels storyline had been included just because i enjoyed their banter and potential i recommend to any modern romance fan,"{'neg': 0.019, 'neu': 0.708, 'pos': 0.273, 'compound': 0.9781}"
1,great this is a kent henry praise and worship classic  you can not go wrong with this one do not sleep on kent henry ive mentioned in previous reviews that he is one of my favorite praise and worship leaders this man is gifted anointed and sings many spontanious praise and worship songs although there are no spontanious songs on this one his cds from his independent labels are loaded with them he has a talent for ushering believers into gods presencethe songs are a mixture of upbeat and mellow classics this is a must have this cd is out of print and if you can get your hands on one  do it quickly,"{'neg': 0.016, 'neu': 0.763, 'pos': 0.221, 'compound': 0.9791}"
-1,first thing i noticed about this book was that the pages were stuck together no reallythey were the printer did not get it right when they cut the edges of this book there were many pages that had to be hand cut just to turn them i could not stand the  design then once i get everything readable i find that the information herein is oh about  years old and totally useless for current midi applicationsmight be ok if you are looking for a history of midi and want to spent an hour making the book readable by cutting the uncut pages so that you can actually read them,"{'neg': 0.109, 'neu': 0.835, 'pos': 0.056, 'compound': -0.6478}"
-1,i am still yet to receive these items that i purchased  months ago ive tried everything to track where they might be but no success,"{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.612}"
1,when i purchased this small hardcover book i didnt expect very much i was pleasantly surprised when i read it in one sitting twice you will not want to put this one downlbw is simple yet romantic the story originates in africa with childhood friends jacques and margaret margaret moves to london and weds lord berkley when the childhood friends return to africa the storytelling becomes richer even when they are separated by continents decades and lovers jacques and margaret maintain a sweet friendshipthis is a must read that is wellwritten and culturally enlightening,"{'neg': 0.011, 'neu': 0.749, 'pos': 0.241, 'compound': 0.9771}"
-1,the base and frame were not completely attached fixed with a little glue my friend loved it after that,"{'neg': 0.0, 'neu': 0.713, 'pos': 0.287, 'compound': 0.7806}"
-1,somehow if i had spent the time reading the book a little before purchasing i wouldnt have bought it he talks extensively about competition rigs rules etc which i had no interest in i have yet to see a gun rag writer talk honestly about guns ever see a bad review in any of the gun magazines,"{'neg': 0.164, 'neu': 0.791, 'pos': 0.046, 'compound': -0.777}"
1,this was purchased as a christmas gift excellent tutorial and very entertaining the detailed discriptions and the pictures were informative i spoke with the recipient of the gift after christmas and he agreed i really appreciate amazons speedy service,"{'neg': 0.027, 'neu': 0.625, 'pos': 0.348, 'compound': 0.9469}"
-1,i was listening to this cd at my friends house and it really sucked if someone is itnerested in buying this dont its a watse of your money,"{'neg': 0.102, 'neu': 0.803, 'pos': 0.096, 'compound': -0.0498}"
1,this is a very nice tripod is strong elegant and cool i love it but the only trouble that i find it it is that this cool gadget does not have a detail list of compatible sony cameras i mean i am an owner of  sony cybershot cameras the w and h and i am not able to use the remote control with my cameras only because sony do not give us that information,"{'neg': 0.042, 'neu': 0.793, 'pos': 0.165, 'compound': 0.8118}"
1,this cd has instrumental experimental jazz and near trance synthesizer pieces some of the rhythm patterns have a latin flavor and feel very danceable others remind me of chill out lounge music a few selections have some subdued vocals that are more part of the background rather than the foreground i enjoyed the selections and liked working with them in the background i have not heard the other volumes in the series and so i cannot compare them with each other my only reservations about this collection is that the mood between selections is not always consistent some are more mellow and some are more lively but the mood of the cd is more consistent than a lot of collections i have heard some of the pieces are more experimental than the others and are interesting studies two of them felt slightly dissident to me but the experimental sound still felt worth hearing,"{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.846}"
1,its old school jams i have searched and searched for this cd for the longest i have finally found it now i have to purchase it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,we bought this emer galilieo vacuum cleaner for about  more than one year ago the retractable cord broke after a short time we had to send the vacuum to nj to get it repaired by using the warranty after a month they sent it back with the same problem and the onoff button was broken as well i called the customer service and asked for refund or replacement and they were kind enough to replace the vacuum with a new one this vacuum is very powerful however the handle hose is kind of heavy and the hose twists frequently and makes it difficult to use by considering its high price i guess there should be much better choices than this one if you are looking for a powerful canister vacuum cleaner,"{'neg': 0.075, 'neu': 0.806, 'pos': 0.119, 'compound': 0.6801}"
-1,donal cline clearly demonstrates his inability to distinguish fact from fiction i find his book to be biased towards the murphydolan faction poorly researched claiming that billy the kid was known as michael mccarty and his findings to be very questionable presents evidence without veryfiable sourcesafter reading this book i asked myself why did cline write this book he seems to not think to much of billy the kid so why write a book about him why not stick to your true passion and write a documentary about james dolan and lg murphy,"{'neg': 0.071, 'neu': 0.846, 'pos': 0.083, 'compound': 0.2975}"
-1,the squiggler fell apart at second use with no way to put the prongs back into the base this is a worthless piece of junk do not waste your time on this substandard horribly designed and made product,"{'neg': 0.19, 'neu': 0.758, 'pos': 0.052, 'compound': -0.7326}"
1,easy product to install no fuss plug it in it is out of sight behind a couch i am satisfiedj,"{'neg': 0.095, 'neu': 0.779, 'pos': 0.126, 'compound': 0.1779}"
1,i bought the first alert co for two reasons i own a rental unit and california requires a carbon monoxide alarm in each one the second reason is the price i ordered this unit and had it delivered to my rental unit the lady who rents from me is not mechanically inclined at all but she had no trouble with setting this up shes completely happy california is happy and im happy,"{'neg': 0.019, 'neu': 0.752, 'pos': 0.229, 'compound': 0.9656}"
-1,this overpriced pain in the sitting area has an alwayson glaring red lightred lights are commonly used to warn of an immediate danger that requires attention nownoi dont have a carbon monoxide problem the red light also stayed on for a week when i plugged it in to an outside plug,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.8689}"
1,excellent and cheappanning acts almost like the  tripods for movie camerasand the controls in the handle add to the convenience and control of shaky movementsoldstabletallworth the price,"{'neg': 0.06, 'neu': 0.755, 'pos': 0.186, 'compound': 0.6133}"
1,i first read this book in  while in high school and i have bought copies for several friends in the last  years i plan on giving this book as a gift to everyone for xmas with a basket of white and yellow candles i read this book at least  times a year for inspiration and guidance next to the bible this book is a masterpiece unparalleled,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.9423}"
-1,i was very disappointed with thisi realize it is a  film however the sound and picture were off much if not all of the film additionally it wasnt listed as a dvdr but is wish it had been a better quality production with sound and picture in sync as i really wanted it for my collection,"{'neg': 0.035, 'neu': 0.847, 'pos': 0.118, 'compound': 0.7354}"
-1,the other star poster is absolutely correc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,this film is filled with informative interviews which is great this film is also subtitled not so great definately worth an afternoon watch this film with intention because it is filled with teachings visual cues and subtitles,"{'neg': 0.093, 'neu': 0.766, 'pos': 0.141, 'compound': 0.279}"
1,the cover blurb on this book says it all for office slaves internet addicts and stressedout students ha i am all three if you are like me and have looked at many a yoga book but put them aside due to the difficult positionsinstructions or the time involved but still want to feel better relax and also rejuivinate as well as relieve the symptoms of the computer age then this is the book for you a definate mustbuy,"{'neg': 0.035, 'neu': 0.763, 'pos': 0.202, 'compound': 0.9224}"
1,charles brown is an american treasure his blues piano stylings are the perfect compliment to his unmistakable vocals the selections on this cd are typical of the high quality music that cb has produced his entire life buy this cd buy any cd by charles brown you wont regret it,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.8842}"
-1,i have read this book in search of a way to view my body and my self more positively however this book claims that only the overweight or people with eating disorders lack selfconfidence it is not true obviously i am not overweight and never had any eating disorders but i just dont have a positive selfimage so if youre like me dont read this book i couldnt relate to it the title is misleading,"{'neg': 0.144, 'neu': 0.77, 'pos': 0.087, 'compound': -0.6066}"
1,the biggest problem with this dvd is the order of the episodes as someone has complained about in many other video reviews several episodes specifically refer to an episode where a bootstrap is used on jamess brake line the episode in which this actually occurs is one of the last on the dvd it would have taken like  more minutes to have the videos play in chronological order other than that it is a good dvd with  thomas and friends stories in which james is prominent i have a personal complaint too i purchased this in a store not online even though the box said it includes a bonus wooden train my box actually had a take along bertie in it my son didnt have a bertie so i was eager to get it but i didnt realize it was a metal take along kind not a wooden series my son has no other take along items because we think the wooden series is far better,"{'neg': 0.044, 'neu': 0.837, 'pos': 0.119, 'compound': 0.9115}"
-1,the set was shipped with a carrying case that was covered in an oillike substance and either the oil or the case itself smelled horrendous also the punches are very dull and not uniformly sharpened or dulled however you look at it i have difficulties cutting through even thin soft silicone sheets sharpening them with a rotary tool helps but i feel i shouldnt have to do that with a brand new product which i am sure is actually repackaged i cant imagine using them for metal let alone most rubbers despite the very affordable price i would not have purchased this set for the above reasons,"{'neg': 0.1, 'neu': 0.859, 'pos': 0.041, 'compound': -0.5785}"
-1,well i dont usually write reviews but i feel the need with this productrst they were caked with mud whats up with thisnd they are dulli guess they can be sharpened well see,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.4939}"
1,like this is breath of fresh air in the dance music world filled with meaningless technobeat with no specific direction this song brought back the good memories of the s by using a sample of the classic clean up the ghetto monday midnites freestyle story about his experience at a london underground discotheque is unique and his succintly clear and distinctive accent is rare and i like it a lot plus the song keeps you dancing till the last beat love it,"{'neg': 0.052, 'neu': 0.731, 'pos': 0.217, 'compound': 0.936}"
-1,baking with julia is an amazing bookit is an exceptionally well written resource that is an accurate reflection of the pbs televised series of same namewhen i stumbled onto the option to order a dvd suposedly of the full series on the books writter dorie greenspan i ordered it immediatelywell the dvd arrived today and it is only a minute fraction ie only  shows from this far more extensive series selection of the books recipes what a misleading dissapointment  as i expected when i place the order for this dvd that it reflected the full series  nothing in the product description indicated otherewisewould i still purchase it if i knew up front that it was not the full series  probably yes  because i love julia as well as the series and the bookhowever the nature of this post is buyer beware,"{'neg': 0.018, 'neu': 0.883, 'pos': 0.099, 'compound': 0.9099}"
1,first things first homespun is an album of demos for apple venus if you dont have that record look there first although if youre new to xtc skylarking is the usual recommendationso a collection of demos what to expect essentially its a trackbytrack match for apple venus sonically you couldnt tell its so much a set of demos except in a couple places frivolous tonight because it sounds so complete in fact to the point where some pieces sound virtually identical to their final takes even in places you wouldnt expect it like orchestral workouts river of orchids and green manis it interesting yeah extremely and in a lot of places it can be as good or better than the original knights in shining karma but truth to be told unless youre a diehard you probably dont need to hear the work versions of this material more casual fans definitely want to check out apple venus its a fine record,"{'neg': 0.009, 'neu': 0.855, 'pos': 0.136, 'compound': 0.9519}"
1,i read antony beevor which got me hooked on stalingrad and this book is as good as beevors it is also as good as haywards new book on admiral nelson both get my high praise scholarly works that are also readable are few and far between so make the most of this guys work,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.8934}"
1,ive read a tremendous amount on the subject of ww ii history so very rarely do i read a book with anything new to tell me this book is in that class and wellwritten too the two points i found interesting were the discussion of the original focus of hitlers  campaign in russia and the first extensive history ive read about the airlift effort to save paulus th army trapped at stalingrad he offers original research into  the question of just who promised hitler that the luftwaffe could sustain th army by airlift and just how successful the soviets were in interfering with the airlift for anyone interested in the history of ww ii on the eastern front this book is a must read,"{'neg': 0.024, 'neu': 0.835, 'pos': 0.14, 'compound': 0.9337}"
-1,i tried this software as an alternative to uleads dvd pictureshow the good news dvd photoplay makes it easier to load pictures into a slide show project than uleads softwarethe bad news the software doesnt work ive tested the program on three computers an ibm laptop with a hp usb cd writer a dell desktop with an internal cd writer and a sony vaio desktop with an internal cd writer whenever i tried to write the project to cd the software failed to recognize my cd writer on each machinei emailed customer support and though i was assured i would receive an answer within  days  days later i still havent heard from themi wish i had kept my receipt so that i could get my money back for this worthless software,"{'neg': 0.069, 'neu': 0.838, 'pos': 0.093, 'compound': 0.3453}"
1,this is an oustanding product i love the quality of the picture and sound if you are a spiderman fan bluray is the way to go i highly recommend this product,"{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.8516}"
1,this movie was awesome the picture and sound quality were top notch as well as the bonus content definitely worth every cent,"{'neg': 0.0, 'neu': 0.498, 'pos': 0.502, 'compound': 0.9337}"
1,at one time this cereal was available in my local stores however it was discontinued i searched the internet and finally found quaker oat bran here the cereal is great it is crunchy and holds the crunchiness even after you add the milk i love the flavor and it helps to control my cholesterol too,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.8979}"
1,once i recovered from the eye strain at the tiny print i realized id just read an earth shattering book on wicca and witchcraft taken in hand with all the books with bad history this book fixes them all just rip out the history section in every book you have and glue this book in its placeit is unapologetically modernistic with the sources to back it upexcellent really excellent,"{'neg': 0.061, 'neu': 0.845, 'pos': 0.094, 'compound': 0.5413}"
1,its a cable it works what else do you want i know its not the cheapest one out there but this one says sony on it yea but i am a true believer that you only get what you pay for im sure its better quality than the five dollar version at the flea market who knows but i sure feel all warm and fuzzy about getting quality sony products,"{'neg': 0.02, 'neu': 0.773, 'pos': 0.208, 'compound': 0.9366}"
1,the book is great just watch out for the shipping especially if you want to order more than  you cant do it without paying double the shipping bad rip off,"{'neg': 0.097, 'neu': 0.747, 'pos': 0.157, 'compound': 0.2878}"
1,we had two beloved cats die during my childs fifth year and i wanted a book that dealt with death frankly but gently this book doesnt promise eternal life or give any religious message in several different ways and using different living things as examples the book communicates that death is a natural part of life my girl has even requested this book a couple times at bedtime which i found slightly surprising,"{'neg': 0.142, 'neu': 0.728, 'pos': 0.13, 'compound': -0.2692}"
1,as a public school librarian i would say that lifetimes is an effective picture book for an adult to share with a child or children in dealing with the subject of death however as a person of faith i would add that the scope of this book is limited to earthly life and therefore does not touch on the belief in life after deaththe text states nothing that is alive goes on living for ever this statement either reflects the authors intent on only dealing with the concept of physical death or it could be interpreted as their belief statement this is why id suggest that lifetimes be read by or shared with a caring adult who would be able to answer a childs questions based on a familys belief system,"{'neg': 0.081, 'neu': 0.827, 'pos': 0.093, 'compound': 0.2062}"
