Polarity,Review,Polarity_result
1,waitress was good though,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}"
-1,soggy and not good,"{'neg': 0.445, 'neu': 0.555, 'pos': 0.0, 'compound': -0.3412}"
1,the jamaican mojitos are delicious,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}"
-1,which are small and not worth the price,"{'neg': 0.192, 'neu': 0.808, 'pos': 0.0, 'compound': -0.1695}"
1, the food is rich so order accordingly,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5574}"
-1,the shower area is outside so you can only rinse not take a full shower unless you dont mind being nude for everyone to see,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the service was a bit lacking,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,lobster bisque bussell sprouts risotto filet all needed salt and pepperand of course there is none at the tables,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,hopefully this bodes for them going out of business and someone who can cook can come in,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}"
-1,it was either too cold not enough flavor or just bad,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.5423}"
1,i loved the bacon wrapped dates,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.5994}"
1,this is an unbelievable bargain,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.3818}"
1,the folks at otto always make us feel so welcome and special,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.7802}"
-1,as for the mains also uninspired,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,this is the place where i first had pho and it was amazing,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.5859}"
1,this wonderful experience made this place a muststop whenever we are in town again,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.5719}"
-1,if the food isnt bad enough for you then enjoy dealing with the worlds worstannoying drunk people,"{'neg': 0.107, 'neu': 0.624, 'pos': 0.269, 'compound': 0.5647}"
1,very very fun chef,"{'neg': 0.0, 'neu': 0.437, 'pos': 0.563, 'compound': 0.5956}"
-1,ordered a double cheeseburger  got a single patty that was falling apart picture uploaded yeah still sucks,"{'neg': 0.202, 'neu': 0.69, 'pos': 0.108, 'compound': -0.2263}"
1,great place to have a couple drinks and watch any and all sporting events as the walls are covered with tvs,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.6249}"
-1,if it were possible to give them zero stars theyd have it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the descriptions said yum yum sauce and another said eel sauce yet another said spicy mayowell none of the rolls had sauces on them,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,id say that would be the hardest decision honestly all of ms dishes taste how they are supposed to taste amazing,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.7783}"
-1,if she had not rolled the eyes we may have stayed not sure if we will go back and try it again,"{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.2411}"
1,everyone is very attentive providing excellent customer service,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.6077}"
-1,horrible  dont waste your time and money,"{'neg': 0.323, 'neu': 0.462, 'pos': 0.215, 'compound': -0.2887}"
1,now this dish was quite flavourful,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,by this time our side of the restaurant was almost empty so there was no excuse,"{'neg': 0.161, 'neu': 0.765, 'pos': 0.074, 'compound': -0.1193}"
-1,it wasnt busy either also the building was freezing cold,"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.1027}"
-1,like the other reviewer said you couldnt pay me to eat at this place again,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.4207}"
-1,drinks took close to  minutes to come out at one point,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,seriously flavorful delights folks,"{'neg': 0.254, 'neu': 0.299, 'pos': 0.448, 'compound': 0.3182}"
1,much better than the other ayce sushi place i went to in vegas,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}"
1,the lighting is just dark enough to set the mood,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,based on the subpar service i received and no effort to show their gratitude for my business i wont be going back,"{'neg': 0.086, 'neu': 0.784, 'pos': 0.129, 'compound': 0.2732}"
1,owners are really great people,"{'neg': 0.0, 'neu': 0.477, 'pos': 0.523, 'compound': 0.659}"
-1,there is nothing privileged about workingeating there,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.3412}"
1,the greek dressing was very creamy and flavorful,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,overall i dont think that i would take my parents to this place again because they made most of the similar complaints that i silently felt too,"{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.4019}"
1,now the pizza itself was good the peanut sauce was very tasty,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}"
1,we had  at our table and the service was pretty fast,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4939}"
1,fantastic service here,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.5574}"
-1,i as well wouldve given godfathers zero stars if possible,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}"
1,they know how to make them here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,very tough and very short on flavor,"{'neg': 0.23, 'neu': 0.77, 'pos': 0.0, 'compound': -0.2006}"
1,i hope this place sticks around,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}"
-1,i have been in more than a few bars in vegas and do not ever recall being charged for tap water,"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.2023}"
1,the restaurant atmosphere was exquisite,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,good service very clean and inexpensive to boot,"{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.7089}"
1,the seafood was fresh and generous in portion,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.6808}"
1,plus its only  bucks,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the service was not up to par either,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,thus far have only visited twice and the food was absolutely delicious each time,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.6115}"
1,just as good as when i had it more than a year ago,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}"
-1,for a self proclaimed coffee cafe i was wildly disappointed,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}"
1,the veggitarian platter is out of this world,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,you cant go wrong with any of the food here,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.3724}"
1,you cant beat that,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,stopped by this place while in madison for the ironman very friendly kind staff,"{'neg': 0.095, 'neu': 0.548, 'pos': 0.357, 'compound': 0.7408}"
1,the chefs were friendly and did a good job,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.7269}"
-1,ive had better not only from dedicated boba tea spots but even from jenni pho,"{'neg': 0.104, 'neu': 0.779, 'pos': 0.117, 'compound': 0.0541}"
1,i liked the patio and the service was outstanding,"{'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.7783}"
1,the goat taco didnt skimp on the meat and wow what flavor,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.5859}"
-1,i think not again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,i had the mac salad and it was pretty bland so i will not be getting that again,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4939}"
1,i went to bachi burger on a friends recommendation and was not disappointed,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.6862}"
-1,service stinks here,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.25}"
-1,i waited and waited,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,this place is not quality sushi it is not a quality restaurant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,i would definitely recommend the wings as well as the pizza,"{'neg': 0.0, 'neu': 0.523, 'pos': 0.477, 'compound': 0.743}"
1,great pizza and salads,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}"
-1,things that went wrong  they burned the saganaki,"{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.4767}"
-1,we waited an hour for what was a breakfast i could have done  times better at home,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}"
1,this place is amazing,"{'neg': 0.0, 'neu': 0.441, 'pos': 0.559, 'compound': 0.5859}"
-1,i hate to disagree with my fellow yelpers but my husband and i were so disappointed with this place,"{'neg': 0.376, 'neu': 0.624, 'pos': 0.0, 'compound': -0.8637}"
-1,waited  hours  never got either of our pizzas as many other around us who came in later did,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,just dont know why they were so slow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the staff is great the food is delish and they have an incredible beer selection,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6249}"
-1,i live in the neighborhood so i am disappointed i wont be back here because it is a convenient location,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.5209}"
1,i didnt know pulled pork could be soooo delicious,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.5719}"
1,you get incredibly fresh fish prepared with care,"{'neg': 0.0, 'neu': 0.386, 'pos': 0.614, 'compound': 0.788}"
-1,before i go in to why i gave a  star rating please know that this was my third time eating at bachi burger before writing a review,"{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.3182}"
1,i love the fact that everything on their menu is worth it,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.7269}"
-1,never again will i be dining at this place,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the food was excellent and service was very good,"{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.7841}"
1,good beer  drink selection and good food selection,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.7003}"
-1,please stay away from the shrimp stir fried noodles,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}"
-1,the potato chip order was sad i could probably count how many chips were in that box and it was probably around ,"{'neg': 0.129, 'neu': 0.871, 'pos': 0.0, 'compound': -0.4767}"
-1,food was really boring,"{'neg': 0.464, 'neu': 0.536, 'pos': 0.0, 'compound': -0.3804}"
1,good servicecheck,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
-1,this greedy corporation will never see another dime from me,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.3182}"
-1,will never ever go back,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,as much as id like to go back i cant get passed the atrocious service and will never return,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3612}"
1,in the summer you can dine in a charming outdoor patio  so very delightful,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.847}"
1,i did not expect this to be so good,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.5777}"
1,fantastic food,"{'neg': 0.0, 'neu': 0.217, 'pos': 0.783, 'compound': 0.5574}"
-1,she ordered a toasted english muffin that came out untoasted,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the food was very good,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}"
-1,never going back,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,great food for the price which is very high quality and house made,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.6249}"
-1,the bus boy on the other hand was so rude,"{'neg': 0.227, 'neu': 0.552, 'pos': 0.221, 'compound': -0.024}"
-1,by this point my friends and i had basically figured out this place was a joke and didnt mind making it publicly and loudly known,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.6486}"
1,back to good bbq lighter fare reasonable pricing and tell the public they are back to the old ways,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}"
1,and considering the two of us left there very full and happy for about  you just cant go wrong,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.7592}"
1,all the bread is made inhouse,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the only downside is the service,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.25}"
-1,also the fries are without a doubt the worst fries ive ever had,"{'neg': 0.238, 'neu': 0.639, 'pos': 0.123, 'compound': -0.457}"
1,service was exceptional and food was a good as all the reviews,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}"
1,a couple of months later i returned and had an amazing meal,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.5859}"
1,favorite place in town for shawarrrrrrma,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.4588}"
1,the black eyed peas and sweet potatoes unreal,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.4588}"
1,you wont be disappointed,"{'neg': 0.0, 'neu': 0.54, 'pos': 0.46, 'compound': 0.3724}"
1,they could serve it with just the vinaigrette and it may make for a better overall dish but it was still very good,"{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.7383}"
-1,i go to far too many places and ive never seen any restaurant that serves a  egg breakfast especially for ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,when my mom and i got home she immediately got sick and she only had a few bites of salad,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.5106}"
-1,the servers are not pleasant to deal with and they dont always honor pizza hut coupons,"{'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.652}"
1,both of them were truly unbelievably good and i am so glad we went back,"{'neg': 0.0, 'neu': 0.546, 'pos': 0.454, 'compound': 0.8738}"
1,we had fantastic service and were pleased by the atmosphere,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.7579}"
-1,everything was gross,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}"
1,i love this place,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}"
1,great service and food,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}"
-1,first  the bathrooms at this location were dirty seat covers were not replenished  just plain yucky,"{'neg': 0.289, 'neu': 0.711, 'pos': 0.0, 'compound': -0.6908}"
-1,the burger i got the gold standard a  burger and was kind of disappointed,"{'neg': 0.207, 'neu': 0.793, 'pos': 0.0, 'compound': -0.5256}"
1,omg the food was delicioso,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,there is nothing authentic about this place,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the spaghetti is nothing special whatsoever,"{'neg': 0.311, 'neu': 0.689, 'pos': 0.0, 'compound': -0.3089}"
1,of all the dishes the salmon was the best but all were great,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.85}"
1,the vegetables are so fresh and the sauce feels like authentic thai,"{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.6696}"
1,its worth driving up from tucson,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.2263}"
-1,the selection was probably the worst ive seen in vegasthere was none,"{'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.6249}"
1,pretty good beer selection too,"{'neg': 0.0, 'neu': 0.33, 'pos': 0.67, 'compound': 0.7269}"
1,this place is like chipotle but better,"{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.6808}"
1,classywarm atmosphere fun and fresh appetizers succulent steaks baseball steak,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6808}"
1, stars for the brick oven bread app,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,i have eaten here multiple times and each time the food was delicious,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.5719}"
-1,we sat another ten minutes and finally gave up and left,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,he was terrible,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}"
1,everyone is treated equally special,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}"
-1,it shouldnt take  min for pancakes and eggs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,it was delicious,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}"
1,on the good side the staff was genuinely pleasant and enthusiastic  a real treat,"{'neg': 0.0, 'neu': 0.452, 'pos': 0.548, 'compound': 0.9022}"
-1,sadly gordon ramseys steak is a place we shall sharply avoid during our next trip to vegas,"{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.6124}"
1,as always the evening was wonderful and the food delicious,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.8126}"
1,best fish ive ever had in my life,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}"
1,the bathroom is just next door and very nice,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.4754}"
-1,the buffet is small and all the food they offered was bland,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,this is an outstanding little restaurant with some of the best food i have ever tasted,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.8481}"
1,pretty cool i would say,"{'neg': 0.0, 'neu': 0.353, 'pos': 0.647, 'compound': 0.6705}"
-1,definitely a turn off for me  i doubt ill be back unless someone else is buying,"{'neg': 0.252, 'neu': 0.619, 'pos': 0.129, 'compound': -0.3818}"
1,server did a great job handling our large rowdy table,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}"
-1,i find wasting food to be despicable but this just wasnt food,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.2144}"
-1,my wife had the lobster bisque soup which was lukewarm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,would come back again if i had a sushi craving while in vegas,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the staff are great the ambiance is great,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.8481}"
1,he deserves  stars,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,i left with a stomach ache and felt sick the rest of the day,"{'neg': 0.33, 'neu': 0.67, 'pos': 0.0, 'compound': -0.7096}"
-1,they dropped more than the ball,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the dining space is tiny but elegantly decorated and comfortable,"{'neg': 0.0, 'neu': 0.491, 'pos': 0.509, 'compound': 0.8519}"
1,they will customize your order any way youd like my usual is eggplant with green bean stir fry love it,"{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.7717}"
-1,and the beans and rice were mediocre at best,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}"
1,best tacos in town by far,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}"
-1,i took back my money and got outta there,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,in an interesting part of town this place is amazing,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.7579}"
-1,rude  inconsiderate management,"{'neg': 0.855, 'neu': 0.145, 'pos': 0.0, 'compound': -0.7096}"
-1,the staff are now not as friendly the wait times for being served are horrible no one even says hi for the first  minutes,"{'neg': 0.284, 'neu': 0.716, 'pos': 0.0, 'compound': -0.8089}"
-1,i wont be back,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,they have great dinners,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}"
1,the service was outshining  i definitely recommend the halibut,"{'neg': 0.0, 'neu': 0.574, 'pos': 0.426, 'compound': 0.6369}"
-1,the food was terrible,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.4767}"
-1,will never ever go back and have told many people what had happened,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,i dont recommend unless your car breaks down in front of it and you are starving,"{'neg': 0.26, 'neu': 0.74, 'pos': 0.0, 'compound': -0.6007}"
1,i will come back here every time im in vegas,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,this place deserves one star and  has to do with the food,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,this is a disgrace,"{'neg': 0.516, 'neu': 0.484, 'pos': 0.0, 'compound': -0.4939}"
1,def coming back to bowl next time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,if you want healthy authentic or ethic food try this place,"{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.4588}"
1,i will continue to come here on ladies night andddd date night  highly recommend this place to anyone who is in the area,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4201}"
1,i have been here several times in the past and the experience has always been great,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.6249}"
1,we walked away stuffed and happy about our first vegas buffet experience,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.5719}"
1,service was excellent and prices are pretty reasonable considering this is vegas and located inside the crystals shopping mall by aria,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.7845}"
1,to summarize the food was incredible nay transcendant but nothing brings me joy quite like the memory of the pneumatic condiment dispenser,"{'neg': 0.148, 'neu': 0.719, 'pos': 0.133, 'compound': -0.1074}"
-1,im probably one of the few people to ever go to ians and not like it,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.2755}"
1,kids pizza is always a hit too with lots of great side dish options for the kiddos,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.6249}"
1,service is perfect and the family atmosphere is nice to see,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.7579}"
1,cooked to perfection and the service was impeccable,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}"
-1,this one is simply a disappointment,"{'neg': 0.398, 'neu': 0.602, 'pos': 0.0, 'compound': -0.5106}"
-1,overall i was very disappointed with the quality of food at bouchon,"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5256}"
-1,i dont have to be an accountant to know im getting screwed,"{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4939}"
1,great place to eat reminds me of the little mom and pop shops in the san francisco bay area,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.6249}"
1,today was my first taste of a buldogis gourmet hot dog and i have to tell you it was more than i ever thought possible,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,left very frustrated,"{'neg': 0.649, 'neu': 0.351, 'pos': 0.0, 'compound': -0.5709}"
1,ill definitely be in soon again,"{'neg': 0.295, 'neu': 0.421, 'pos': 0.284, 'compound': -0.0258}"
1,food was really good and i got full petty fast,"{'neg': 0.139, 'neu': 0.616, 'pos': 0.246, 'compound': 0.3384}"
1,service was fantastic,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.5574}"
-1,total waste of time,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.4754}"
1,i dont know what kind it is but they have the best iced tea,"{'neg': 0.096, 'neu': 0.61, 'pos': 0.295, 'compound': 0.7106}"
1,come hungry leave happy and stuffed,"{'neg': 0.135, 'neu': 0.449, 'pos': 0.416, 'compound': 0.5423}"
-1,for service i give them no stars,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}"
1,i can assure you that you wont be disappointed,"{'neg': 0.0, 'neu': 0.586, 'pos': 0.414, 'compound': 0.6065}"
-1,i can take a little bad service but the food sucks,"{'neg': 0.373, 'neu': 0.627, 'pos': 0.0, 'compound': -0.6546}"
-1,gave up trying to eat any of the crust teeth still sore,"{'neg': 0.185, 'neu': 0.815, 'pos': 0.0, 'compound': -0.3612}"
-1,but now i was completely grossed out,"{'neg': 0.254, 'neu': 0.746, 'pos': 0.0, 'compound': -0.2592}"
1,i really enjoyed eating here,"{'neg': 0.0, 'neu': 0.527, 'pos': 0.473, 'compound': 0.5563}"
1,first time going but i think i will quickly become a regular,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,our server was very nice and even though he looked a little overwhelmed with all of our needs he stayed professional and friendly until the end,"{'neg': 0.036, 'neu': 0.757, 'pos': 0.207, 'compound': 0.7351}"
1,from what my dinner companions told meeverything was very fresh with nice texture and taste,"{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.6865}"
-1,on the ground right next to our table was a large smeared beensteppedinandtrackedeverywhere pile of green bird poop,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,furthermore you cant even find hours of operation on the website,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,weve tried to like this place but after  times i think were done with them,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.1901}"
-1,what a mistake that was,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.34}"
1,no complaints,"{'neg': 0.0, 'neu': 0.307, 'pos': 0.693, 'compound': 0.3089}"
1,this is some seriously good pizza and im an expertconnisseur on the topic,"{'neg': 0.109, 'neu': 0.705, 'pos': 0.186, 'compound': 0.296}"
-1,waiter was a jerk,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.34}"
-1,strike  who wants to be rushed,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.128}"
1,these are the nicest restaurant owners ive ever come across,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4939}"
-1,i never come again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,we loved the biscuits,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.5994}"
1,service is quick and friendly,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4939}"
